step,loss,run
64,8.174408912658691,core linear decay (100)
65,8.350433349609375,core linear decay (100)
66,8.369108200073242,core linear decay (100)
67,8.081400871276855,core linear decay (100)
68,7.958418846130371,core linear decay (100)
69,8.457268714904785,core linear decay (100)
70,8.0755615234375,core linear decay (100)
71,8.29989242553711,core linear decay (100)
72,8.085657119750977,core linear decay (100)
73,8.165947914123535,core linear decay (100)
74,8.01797103881836,core linear decay (100)
75,7.918348789215088,core linear decay (100)
76,7.6237101554870605,core linear decay (100)
77,7.6659746170043945,core linear decay (100)
78,7.986629486083984,core linear decay (100)
79,8.366371154785156,core linear decay (100)
80,8.258170127868652,core linear decay (100)
81,7.824159145355225,core linear decay (100)
82,7.752568244934082,core linear decay (100)
83,7.587187767028809,core linear decay (100)
84,7.696041107177734,core linear decay (100)
85,8.017688751220703,core linear decay (100)
86,7.870971202850342,core linear decay (100)
87,7.955686569213867,core linear decay (100)
88,7.373230934143066,core linear decay (100)
89,7.964179039001465,core linear decay (100)
90,8.0792236328125,core linear decay (100)
91,7.706617832183838,core linear decay (100)
92,7.729918479919434,core linear decay (100)
93,7.002748012542725,core linear decay (100)
94,7.420899391174316,core linear decay (100)
95,8.034193992614746,core linear decay (100)
96,7.819547176361084,core linear decay (100)
97,7.726293563842773,core linear decay (100)
98,7.703677177429199,core linear decay (100)
99,8.404901504516602,core linear decay (100)
2,10.989336013793945,"core cosine decay (100, partial)"
3,10.690163612365723,"core cosine decay (100, partial)"
4,9.792996406555176,"core cosine decay (100, partial)"
5,9.312098503112793,"core cosine decay (100, partial)"
6,8.83234977722168,"core cosine decay (100, partial)"
7,7.95762825012207,"core cosine decay (100, partial)"
8,7.4276347160339355,"core cosine decay (100, partial)"
9,7.9826507568359375,"core cosine decay (100, partial)"
10,8.906278610229492,"core cosine decay (100, partial)"
11,8.150409698486328,"core cosine decay (100, partial)"
12,8.227262496948242,"core cosine decay (100, partial)"
13,8.119857788085938,"core cosine decay (100, partial)"
14,8.088778495788574,"core cosine decay (100, partial)"
15,8.150124549865723,"core cosine decay (100, partial)"
16,7.95490837097168,"core cosine decay (100, partial)"
